QUANTIDADE_NF,PESO_TOTAL,QUDE_ITENS,VALOR_TOTAL,CIDADE,COD_ROTA,ROTA,DIA_SEMANA,MES,SEMANA
9,"286,3366",47,"5212,59",ITAMBARACA,38,CAMBARA,TERÇA-FEIRA,5,3
2,"726,832",8,"5635,68",JACAREZINHO,38,CAMBARA,TERÇA-FEIRA,5,3
1,"27,762",8,"381,39",LEOPOLIS,38,CAMBARA,TERÇA-FEIRA,5,3
1,20,1,"1159,4",RIBEIRAO CLARO,38,CAMBARA,TERÇA-FEIRA,5,3
3,"2931,6096",8,10408,RIBEIRAO DO PINHAL,38,CAMBARA,TERÇA-FEIRA,5,3
8,"500,4055",37,"6879,25",SANTA MARIANA,38,CAMBARA,TERÇA-FEIRA,5,3
2,"4,47",4,"427,5",Santo Antônio da Platina,38,CAMBARA,TERÇA-FEIRA,5,3
1,"373,996",2,"2110,92",SAO SEBAST. AMOREIRA,38,CAMBARA,TERÇA-FEIRA,5,3
14,"514,7496",43,"6412,14",STO ANTONIO PLATINA,38,CAMBARA,TERÇA-FEIRA,5,3
4,"826,0206",31,"3835,3",ABATIA,38,CAMBARA,SÁBADO,5,4
6,"905,929",16,"7444,62",Abatiá,38,CAMBARA,SÁBADO,5,4
4,"3151,0238",28,"10430,8",ANDIRA,38,CAMBARA,SÁBADO,5,4
3,"400,0926",14,"3900,72",ANDIRA,38,CAMBARA,TERÇA-FEIRA,5,4
2,"148,368",3,"1102,1",Andirá,38,CAMBARA,SÁBADO,5,4
2,"200,655",2,"2275,99",ASSAI,38,CAMBARA,TERÇA-FEIRA,5,4
1,"12,3764",8,"810,31",Assaí,38,CAMBARA,TERÇA-FEIRA,5,4
9,"366,669",46,"8825,56",BANDEIRANTES,38,CAMBARA,TERÇA-FEIRA,5,4
8,"1026,0006",49,"12611,77",BANDEIRANTES,38,CAMBARA,SÁBADO,5,4
2,"77,1",4,"990,44",Bandeirantes,38,CAMBARA,TERÇA-FEIRA,5,4
8,"1371,3586",37,"7251,24",CAMBARA,38,CAMBARA,SÁBADO,5,4
4,"256,7112",13,"3058,62",CAMBARA,38,CAMBARA,TERÇA-FEIRA,5,4
3,"614,456",6,"2333,4",CARLOPOLIS,38,CAMBARA,SÁBADO,5,4
2,"21,553",3,"792,17",CARLOPOLIS,38,CAMBARA,TERÇA-FEIRA,5,4
2,"974,514",20,"5834,57",Carlópolis,38,CAMBARA,SÁBADO,5,4
3,"338,55",12,"3533,81",CONGONHINHAS,38,CAMBARA,SÁBADO,5,4
3,"193,2474",9,"3214,16",CONGONHINHAS,38,CAMBARA,TERÇA-FEIRA,5,4
2,"440,8556",41,"9437,21",CORNELIO PROCOPIO,38,CAMBARA,SÁBADO,5,4
3,"1640,1212",26,"9813,67",Cornélio Procópio,38,CAMBARA,SÁBADO,5,4
2,"207,445",11,"2094,07",ITAMBARACA,38,CAMBARA,TERÇA-FEIRA,5,4
18,"3948,433",119,"37941,99",JACAREZINHO,38,CAMBARA,SÁBADO,5,4
1,"28,08",2,"227,19",JOAQUIM TAVORA,38,CAMBARA,TERÇA-FEIRA,5,4
2,"190,908",2,"956,68",JOAQUIM TAVORA,38,CAMBARA,SÁBADO,5,4
1,"11,254",6,"485,6",LEOPOLIS,38,CAMBARA,TERÇA-FEIRA,5,4
1,"28,08",1,"287,53",Marialva,38,CAMBARA,SÁBADO,5,4
2,"644,5286",18,"3135,18",QUATIGUA,38,CAMBARA,TERÇA-FEIRA,5,4
3,"725,7881",22,"3587,53",QUATIGUA,38,CAMBARA,SÁBADO,5,4
3,"3218,784",15,"11939,62",RIBEIRAO CLARO,38,CAMBARA,SÁBADO,5,4
6,"83,2166",17,"3407,94",RIBEIRAO CLARO,38,CAMBARA,TERÇA-FEIRA,5,4
2,"2653,44",7,"10003,72",RIBEIRAO DO PINHAL,38,CAMBARA,TERÇA-FEIRA,5,4
1,"12,816",1,"215,83",Ribeirão do Pinhal,38,CAMBARA,SÁBADO,5,4
3,"257,6786",17,"2004,08",SANTA AMELIA,38,CAMBARA,SÁBADO,5,4
1,0,2,"1060,83",SANTA MARIANA,38,CAMBARA,TERÇA-FEIRA,5,4
1,"140,4",1,"1434,33",Santa Mariana,38,CAMBARA,TERÇA-FEIRA,5,4
1,"15,7388",2,"369,16",Santo Antônio da Platina,38,CAMBARA,SÁBADO,5,4
1,"3,81",2,"362,82",São Jerônimo da Serra,38,CAMBARA,TERÇA-FEIRA,5,4
2,"520,14",10,"5340,4",SAO SEBAST. AMOREIRA,38,CAMBARA,SÁBADO,5,4
3,"178,9791",33,"2753,49",SAO SEBAST. AMOREIRA,38,CAMBARA,TERÇA-FEIRA,5,4
3,"65,823",6,"514,37",São Sebastião da Amoreira,38,CAMBARA,TERÇA-FEIRA,5,4
1,"0,676",3,"125,09",SERTANEJA,38,CAMBARA,TERÇA-FEIRA,5,4
1,"22,8668",9,"625,43",STA CECILIA DO PAVAO,38,CAMBARA,SÁBADO,5,4
6,"1500,1398",83,"19218,01",STO ANTONIO PLATINA,38,CAMBARA,SÁBADO,5,4
1,"47,0412",9,"461,36",STO ANTONIO PLATINA,38,CAMBARA,TERÇA-FEIRA,5,4
10,"762,159",33,"8173,66",URAI,38,CAMBARA,TERÇA-FEIRA,5,4
1,54,1,"703,11",ABATIA,38,CAMBARA,SÁBADO,5,5
4,"920,504",9,"3792,86",Abatiá,38,CAMBARA,SÁBADO,5,5
3,"186,5926",16,"2416,41",ANDIRA,38,CAMBARA,SÁBADO,5,5
2,"184,8664",5,"1237,33",Andirá,38,CAMBARA,SÁBADO,5,5
23,"997,2546",77,"16847,28",BANDEIRANTES,38,CAMBARA,SÁBADO,5,5
5,"438,576",12,"3658,37",Bandeirantes,38,CAMBARA,SÁBADO,5,5
2,"29,046",3,"365,45",Barra do Jacaré,38,CAMBARA,SÁBADO,5,5
8,"1215,9845",23,"7827,75",CARLOPOLIS,38,CAMBARA,SÁBADO,5,5
2,"31,2",2,"675,13",Carlópolis,38,CAMBARA,SÁBADO,5,5
6,"655,4562",39,"4829,52",CONGONHINHAS,38,CAMBARA,SÁBADO,5,5
7,"417,566",12,"4158,71",JACAREZINHO,38,CAMBARA,SÁBADO,5,5
1,"97,036",2,"695,15",JOAQUIM TAVORA,38,CAMBARA,SÁBADO,5,5
2,"50,927",10,"522,91",LEOPOLIS,38,CAMBARA,SÁBADO,5,5
6,"966,7112",30,"4765,33",NOVA FATIMA,38,CAMBARA,SÁBADO,5,5
3,"781,9796",14,"2878,7",NOVA SANTA BARBARA,38,CAMBARA,SÁBADO,5,5
2,"580,272",3,"2237,16",QUATIGUA,38,CAMBARA,SÁBADO,5,5
3,"44,712",8,"4782,53",RIBEIRAO CLARO,38,CAMBARA,SÁBADO,5,5
7,"1633,0882",37,"6662,55",RIBEIRAO DO PINHAL,38,CAMBARA,SÁBADO,5,5
3,"105,84",15,"1027,32",SANTA MARIANA,38,CAMBARA,SÁBADO,5,5
3,"123,102",6,"2126,35",SAO JERONIMO SERRA,38,CAMBARA,SÁBADO,5,5
2,"232,694",4,"2674,1",SAO SEBAST. AMOREIRA,38,CAMBARA,SÁBADO,5,5
3,"63,541",13,"1180,68",STO ANTONIO PARAISO,38,CAMBARA,SÁBADO,5,5
1,"48,9",2,"658,8",STO ANTONIO PLATINA,38,CAMBARA,SÁBADO,5,5
4,"62,2",8,"1663,86",URAI,38,CAMBARA,SÁBADO,5,5
2,"22,72",4,"887,08",ABATIA,38,CAMBARA,SEXTA-FEIRA,6,1
1,"581,652",4,"1586,59",Abatiá,38,CAMBARA,SEXTA-FEIRA,6,1
17,"1578,7383",122,"19723,46",ANDIRA,38,CAMBARA,SEXTA-FEIRA,6,1
4,"673,366",62,"4199,85",BANDEIRANTES,38,CAMBARA,SEXTA-FEIRA,6,1
7,"135,03",24,"2350,72",CAMBARA,38,CAMBARA,SEXTA-FEIRA,6,1
8,"1674,88",13,"9884,63",CARLOPOLIS,38,CAMBARA,SEXTA-FEIRA,6,1
2,"518,2",2,"1459,73",CONGONHINHAS,38,CAMBARA,SEXTA-FEIRA,6,1
4,"124,696",4,"1574,52",Cornélio Procópio,38,CAMBARA,SEXTA-FEIRA,6,1
1,"25,24",2,"315,45",ITAMBARACA,38,CAMBARA,SEXTA-FEIRA,6,1
14,"1402,1149",86,"20815,47",JACAREZINHO,38,CAMBARA,SEXTA-FEIRA,6,1
1,"116,992",1,"1437,96",JACAREZINHO,38,CAMBARA,TERÇA-FEIRA,6,1
4,"63,457",9,"947,64",JOAQUIM TAVORA,38,CAMBARA,SEXTA-FEIRA,6,1
2,"308,7",2,3402,NOVA FATIMA,38,CAMBARA,SEXTA-FEIRA,6,1
1,"128,45",2,"1459,8",QUATIGUA,38,CAMBARA,SEXTA-FEIRA,6,1
1,"74,18",6,"511,17",Ribeirão do Pinhal,38,CAMBARA,SEXTA-FEIRA,6,1
3,"275,352",33,"1941,66",Santo Antônio da Platina,38,CAMBARA,SEXTA-FEIRA,6,1
18,"1991,9402",132,"13527,85",STO ANTONIO PLATINA,38,CAMBARA,SEXTA-FEIRA,6,1
2,"56,646",6,"2618,17",URAI,38,CAMBARA,SEXTA-FEIRA,6,1
1,"59,572",7,"411,87",ABATIA,38,CAMBARA,SÁBADO,6,2
2,"107,2558",6,"985,86",ABATIA,38,CAMBARA,QUARTA-FEIRA,6,2
1,"65,9",2,"1734,81",Abatiá,38,CAMBARA,QUARTA-FEIRA,6,2
2,"793,139",10,"4430,17",Abatiá,38,CAMBARA,SÁBADO,6,2
4,"515,7952",18,"3142,27",ANDIRA,38,CAMBARA,SÁBADO,6,2
3,"269,7078",10,"3458,49",ANDIRA,38,CAMBARA,QUARTA-FEIRA,6,2
3,"686,6664",15,"3632,92",Andirá,38,CAMBARA,QUARTA-FEIRA,6,2
1,"19,794",6,"280,18",Andirá,38,CAMBARA,SÁBADO,6,2
1,"1,118",3,"59,7",ASSAI,38,CAMBARA,SÁBADO,6,2
3,"62,998",29,"1802,58",ASSAI,38,CAMBARA,QUARTA-FEIRA,6,2
17,"1328,333",78,"14763,45",BANDEIRANTES,38,CAMBARA,QUARTA-FEIRA,6,2
6,"458,2364",36,"6620,5",BANDEIRANTES,38,CAMBARA,SÁBADO,6,2
1,"28,08",1,"287,11",Bandeirantes,38,CAMBARA,SÁBADO,6,2
1,"77,175",1,"850,5",Bandeirantes,38,CAMBARA,QUARTA-FEIRA,6,2
1,"110,6322",2,"393,29",BARRA DO JACARE,38,CAMBARA,QUARTA-FEIRA,6,2
6,"1507,4244",23,"10489,26",CAMBARA,38,CAMBARA,QUARTA-FEIRA,6,2
2,"160,3767",2,"386,16",CARLOPOLIS,38,CAMBARA,QUARTA-FEIRA,6,2
5,"150,422",9,"1256,72",CARLOPOLIS,38,CAMBARA,SÁBADO,6,2
1,"11,268",3,"401,64",Carlópolis,38,CAMBARA,SÁBADO,6,2
5,"1674,707",16,"9483,01",CONGONHINHAS,38,CAMBARA,SÁBADO,6,2
1,"296,7546",24,"9057,73",CORNELIO PROCOPIO,38,CAMBARA,QUARTA-FEIRA,6,2
1,"792,5918",26,"1573,62",CORNELIO PROCOPIO,38,CAMBARA,SÁBADO,6,2
1,"73,6232",3,"460,6",Cornélio Procópio,38,CAMBARA,QUARTA-FEIRA,6,2
1,"74,336",3,"460,6",Cornélio Procópio,38,CAMBARA,SÁBADO,6,2
1,"70,2",1,"718,82",ITAMBARACA,38,CAMBARA,SÁBADO,6,2
3,"256,634",6,"2389,24",ITAMBARACA,38,CAMBARA,QUARTA-FEIRA,6,2
1,"74,48",4,"460,6",JACAREZINHO,38,CAMBARA,QUARTA-FEIRA,6,2
1,"105,4817",13,"1069,89",LUPIONOPOLIS,38,CAMBARA,QUARTA-FEIRA,6,2
1,"28,08",1,"287,53",Marialva,38,CAMBARA,QUARTA-FEIRA,6,2
4,"608,359",28,"6872,77",NOVA AMERICA COLINA,38,CAMBARA,QUARTA-FEIRA,6,2
7,"577,5762",24,"7528,08",NOVA FATIMA,38,CAMBARA,SÁBADO,6,2
1,"370,992",2,"836,37",Nova Fátima,38,CAMBARA,SÁBADO,6,2
2,"378,897",11,"1509,03",NOVA SANTA BARBARA,38,CAMBARA,QUARTA-FEIRA,6,2
1,"16,1786",3,"208,49",QUATIGUA,38,CAMBARA,SÁBADO,6,2
6,"404,8102",18,"2599,62",RIBEIRAO CLARO,38,CAMBARA,SÁBADO,6,2
4,"1244,0286",7,"3006,66",RIBEIRAO CLARO,38,CAMBARA,QUARTA-FEIRA,6,2
2,"2256,162",8,"9451,19",RIBEIRAO DO PINHAL,38,CAMBARA,SÁBADO,6,2
1,"94,512",2,"229,16",RIBEIRAO DO PINHAL,38,CAMBARA,QUARTA-FEIRA,6,2
1,"135,551",14,"1702,62",SANTA AMELIA,38,CAMBARA,SÁBADO,6,2
1,"67,8",1,"749,45",SANTA MARIANA,38,CAMBARA,QUARTA-FEIRA,6,2
2,"155,53",7,"850,39",Santa Mariana,38,CAMBARA,QUARTA-FEIRA,6,2
1,"154,35",1,1701,São Jerônimo da Serra,38,CAMBARA,QUARTA-FEIRA,6,2
1,"231,525",1,"2551,5",SAO JERONIMO SERRA,38,CAMBARA,SÁBADO,6,2
2,"548,939",9,"2113,82",SAO SEBAST. AMOREIRA,38,CAMBARA,QUARTA-FEIRA,6,2
1,"119,4582",27,"4841,32",São Sebastião da Amoreira,38,CAMBARA,SÁBADO,6,2
1,"59,8437",26,"2169,48",STA CECILIA DO PAVAO,38,CAMBARA,SÁBADO,6,2
5,"443,6293",29,"2379,59",STO ANTONIO PARAISO,38,CAMBARA,SÁBADO,6,2
2,"279,413",22,"6263,11",STO ANTONIO PLATINA,38,CAMBARA,SÁBADO,6,2
2,"22,395",9,"1950,4",STO ANTONIO PLATINA,38,CAMBARA,QUARTA-FEIRA,6,2
6,"253,599",21,"3379,9",URAI,38,CAMBARA,QUARTA-FEIRA,6,2
2,"212,14",8,"2236,37",ABATIA,38,CAMBARA,TERÇA-FEIRA,6,3
1,"172,2",1,"194,4",Abatiá,38,CAMBARA,SEXTA-FEIRA,6,3
2,"45,7474",11,"619,8",ANDIRA,38,CAMBARA,TERÇA-FEIRA,6,3
2,"40,286",5,"710,84",ANDIRA,38,CAMBARA,SEXTA-FEIRA,6,3
2,"198,11",20,"5424,61",BANDEIRANTES,38,CAMBARA,TERÇA-FEIRA,6,3
20,"2236,5903",158,"18060,26",BANDEIRANTES,38,CAMBARA,SEXTA-FEIRA,6,3
3,"746,4181",25,"4882,14",Bandeirantes,38,CAMBARA,SEXTA-FEIRA,6,3
3,"61,9",13,"1968,25",BARRA DO JACARE,38,CAMBARA,TERÇA-FEIRA,6,3
1,"12,33",4,"329,59",Barra do Jacaré,38,CAMBARA,TERÇA-FEIRA,6,3
13,"685,3012",70,"9672,06",CAMBARA,38,CAMBARA,TERÇA-FEIRA,6,3
1,"205,6644",2,"598,88",CAMBARA,38,CAMBARA,SEXTA-FEIRA,6,3
1,330,1,"844,31",CARLOPOLIS,38,CAMBARA,SEXTA-FEIRA,6,3
3,"665,652",3,"2735,68",CARLOPOLIS,38,CAMBARA,TERÇA-FEIRA,6,3
4,"797,2854",23,"9906,98",CORNELIO PROCOPIO,38,CAMBARA,TERÇA-FEIRA,6,3
2,"65,6844",9,"2275,32",Cornélio Procópio,38,CAMBARA,TERÇA-FEIRA,6,3
1,"713,112",5,2282,ITAMBARACA,38,CAMBARA,SEXTA-FEIRA,6,3
4,"156,963",17,"2092,32",ITAMBARACA,38,CAMBARA,TERÇA-FEIRA,6,3
7,"921,318",33,"19353,89",JACAREZINHO,38,CAMBARA,TERÇA-FEIRA,6,3
7,"2500,479",22,"14828,44",JACAREZINHO,38,CAMBARA,SEXTA-FEIRA,6,3
1,"11,205",1,"89,97",JOAQUIM TAVORA,38,CAMBARA,SEXTA-FEIRA,6,3
1,"133,476",4,"628,91",JOAQUIM TAVORA,38,CAMBARA,TERÇA-FEIRA,6,3
2,"116,49",4,"1021,59",QUATIGUA,38,CAMBARA,TERÇA-FEIRA,6,3
2,726,2,"1857,48",RIBEIRAO CLARO,38,CAMBARA,SEXTA-FEIRA,6,3
2,"93,026",6,"791,96",SANTA MARIANA,38,CAMBARA,TERÇA-FEIRA,6,3
1,"67,8",1,"749,45",SANTA MARIANA,38,CAMBARA,SEXTA-FEIRA,6,3
1,"28,62",1,"351,55",São Jerônimo da Serra,38,CAMBARA,SEXTA-FEIRA,6,3
1,"40,068",1,"507,53",SAO JERONIMO SERRA,38,CAMBARA,SEXTA-FEIRA,6,3
2,"10,995",6,"624,07",STO ANTONIO PARAISO,38,CAMBARA,SEXTA-FEIRA,6,3
3,"182,4403",24,"8544,96",STO ANTONIO PLATINA,38,CAMBARA,TERÇA-FEIRA,6,3
3,"473,4392",17,"5299,91",STO ANTONIO PLATINA,38,CAMBARA,SEXTA-FEIRA,6,3
4,"5735,009",32,"22215,2",ABATIA,38,CAMBARA,SÁBADO,6,4
5,"1487,244",19,"7474,29",Abatiá,38,CAMBARA,SÁBADO,6,4
3,"743,185",8,"4340,63",Abatiá,38,CAMBARA,SEGUNDA-FEIRA,6,4
5,"3419,046",13,"5978,12",ANDIRA,38,CAMBARA,SEGUNDA-FEIRA,6,4
2,"77,404",5,"1542,76",ANDIRA,38,CAMBARA,QUARTA-FEIRA,6,4
10,"994,916",29,"7195,18",ANDIRA,38,CAMBARA,SÁBADO,6,4
1,"12,024",1,"359,57",Andirá,38,CAMBARA,QUARTA-FEIRA,6,4
3,"152,245",8,"1149,62",Andirá,38,CAMBARA,SÁBADO,6,4
1,"28,08",1,"286,87",Andirá,38,CAMBARA,SEGUNDA-FEIRA,6,4
1,"397,8",2,"1032,42",ASSAI,38,CAMBARA,QUARTA-FEIRA,6,4
2,"93,87",13,"974,01",Assaí,38,CAMBARA,QUARTA-FEIRA,6,4
5,"240,0702",27,"3203,76",BANDEIRANTES,38,CAMBARA,SEGUNDA-FEIRA,6,4
14,"1526,035",57,"15863,89",BANDEIRANTES,38,CAMBARA,SÁBADO,6,4
6,"262,948",11,"5793,35",BANDEIRANTES,38,CAMBARA,QUARTA-FEIRA,6,4
1,"12,78",1,"59,76",Bandeirantes,38,CAMBARA,SEGUNDA-FEIRA,6,4
1,"255,6",1,"1206,44",Bandeirantes,38,CAMBARA,QUARTA-FEIRA,6,4
3,"4021,4388",23,"15992,46",CAMBARA,38,CAMBARA,SÁBADO,6,4
4,"110,142",10,"1458,3",CARLOPOLIS,38,CAMBARA,QUARTA-FEIRA,6,4
9,"2805,9372",26,"12927,47",CARLOPOLIS,38,CAMBARA,SÁBADO,6,4
2,"54,706",4,"1257,65",Carlópolis,38,CAMBARA,SÁBADO,6,4
5,"455,6448",21,"3623,3",CONGONHINHAS,38,CAMBARA,SÁBADO,6,4
1,"460,2",2,"3840,91",CORNELIO PROCOPIO,38,CAMBARA,SEGUNDA-FEIRA,6,4
2,"655,1098",33,"7267,93",CORNELIO PROCOPIO,38,CAMBARA,SÁBADO,6,4
1,"306,7344",17,"4472,77",Cornélio Procópio,38,CAMBARA,SÁBADO,6,4
1,"23,4",1,"1198,99",Cornélio Procópio,38,CAMBARA,QUARTA-FEIRA,6,4
1,"1,67",1,"49,92",ITAMBARACA,38,CAMBARA,QUARTA-FEIRA,6,4
2,"81,13",5,832,JACAREZINHO,38,CAMBARA,SEGUNDA-FEIRA,6,4
11,"3097,0896",74,"16345,03",JACAREZINHO,38,CAMBARA,SÁBADO,6,4
8,"330,071",20,"11335,49",JACAREZINHO,38,CAMBARA,QUARTA-FEIRA,6,4
4,"309,5438",9,"1761,38",JOAQUIM TAVORA,38,CAMBARA,SÁBADO,6,4
1,"27,6838",6,"886,74",Joaquim Távora,38,CAMBARA,SEGUNDA-FEIRA,6,4
1,"38,2837",19,"1497,91",Jundiaí do Sul,38,CAMBARA,QUARTA-FEIRA,6,4
3,"384,8772",13,"1757,64",LEOPOLIS,38,CAMBARA,SÁBADO,6,4
1,"61,43",5,"445,61",LEOPOLIS,38,CAMBARA,SEGUNDA-FEIRA,6,4
2,"1204,08",11,"4461,96",NOVA FATIMA,38,CAMBARA,QUARTA-FEIRA,6,4
2,"411,9324",2,"1072,03",NOVA FATIMA,38,CAMBARA,SÁBADO,6,4
3,"43,13",12,"932,51",NOVA SANTA BARBARA,38,CAMBARA,QUARTA-FEIRA,6,4
2,"137,694",8,"1754,94",QUATIGUA,38,CAMBARA,QUARTA-FEIRA,6,4
4,"1338,365",24,"8115,41",RIBEIRAO CLARO,38,CAMBARA,SÁBADO,6,4
2,"114,714",5,"2142,66",RIBEIRAO CLARO,38,CAMBARA,QUARTA-FEIRA,6,4
1,"19,7056",9,"624,04",RIBEIRAO DO PINHAL,38,CAMBARA,SEGUNDA-FEIRA,6,4
4,"333,87",17,"2484,16",RIBEIRAO DO PINHAL,38,CAMBARA,SÁBADO,6,4
2,"1553,897",11,"6224,94",RIBEIRAO DO PINHAL,38,CAMBARA,QUARTA-FEIRA,6,4
1,"47,2068",14,"1297,68",Ribeirão do Pinhal,38,CAMBARA,SEGUNDA-FEIRA,6,4
2,"30,072",3,"466,57",Ribeirão do Pinhal,38,CAMBARA,QUARTA-FEIRA,6,4
1,"12,8376",14,"943,29",SANTA AMELIA,38,CAMBARA,SEGUNDA-FEIRA,6,4
3,"446,1486",11,"1483,91",SANTA MARIANA,38,CAMBARA,SÁBADO,6,4
6,"377,858",22,"4964,4",SANTA MARIANA,38,CAMBARA,SEGUNDA-FEIRA,6,4
2,"205,7237",26,"3474,52",Santa Mariana,38,CAMBARA,SEGUNDA-FEIRA,6,4
4,"125,6086",27,"2305,15",Santo Antônio da Platina,38,CAMBARA,QUARTA-FEIRA,6,4
1,"119,58",3,"616,11",Santo Antônio da Platina,38,CAMBARA,SEGUNDA-FEIRA,6,4
4,"173,599",11,"1840,49",São Jerônimo da Serra,38,CAMBARA,QUARTA-FEIRA,6,4
5,"466,5384",16,"3192,4",SAO JERONIMO SERRA,38,CAMBARA,QUARTA-FEIRA,6,4
6,"180,845",14,"1998,89",SAO SEBAST. AMOREIRA,38,CAMBARA,QUARTA-FEIRA,6,4
3,"384,8772",13,"1757,64",SERTANEJA,38,CAMBARA,SÁBADO,6,4
1,"160,3196",11,"1095,92",STO ANTONIO PARAISO,38,CAMBARA,SEGUNDA-FEIRA,6,4
6,"1129,5788",48,"14437,64",STO ANTONIO PLATINA,38,CAMBARA,SÁBADO,6,4
3,"1131,0042",7,"3372,3",STO ANTONIO PLATINA,38,CAMBARA,SEGUNDA-FEIRA,6,4
6,"281,35",15,"2692,23",STO ANTONIO PLATINA,38,CAMBARA,QUARTA-FEIRA,6,4
7,"486,104",37,"5691,03",URAI,38,CAMBARA,SÁBADO,6,4
1,"20,34",1,"224,83",ABATIA,38,CAMBARA,SEGUNDA-FEIRA,6,5
1,"6,78",1,"73,67",BANDEIRANTES,38,CAMBARA,SEGUNDA-FEIRA,6,5
1,"16,7186",4,"362,18",São Jerônimo da Serra,38,CAMBARA,SEGUNDA-FEIRA,6,5
1,"76,9",2,"1294,58",STO ANTONIO PLATINA,38,CAMBARA,SEGUNDA-FEIRA,6,5
2,"42,59",3,"1367,86",ABATIA,38,CAMBARA,QUARTA-FEIRA,7,1
9,"920,9",92,"11970,32",ANDIRA,38,CAMBARA,QUARTA-FEIRA,7,1
1,"28,08",1,"287,48",Andirá,38,CAMBARA,QUARTA-FEIRA,7,1
5,"298,6938",27,"4138,91",BANDEIRANTES,38,CAMBARA,QUARTA-FEIRA,7,1
1,"8,184",2,"263,81",CAMBARA,38,CAMBARA,QUARTA-FEIRA,7,1
2,"80,064",2,1673,CARLOPOLIS,38,CAMBARA,QUARTA-FEIRA,7,1
1,0,1,"494,77",Cornélio Procópio,38,CAMBARA,QUARTA-FEIRA,7,1
12,"758,754",50,"5367,61",ITAMBARACA,38,CAMBARA,QUARTA-FEIRA,7,1
2,"1136,868",3,"8573,61",JACAREZINHO,38,CAMBARA,QUARTA-FEIRA,7,1
3,"158,616",8,"1523,13",JOAQUIM TAVORA,38,CAMBARA,QUARTA-FEIRA,7,1
1,"22,524",3,"449,83",SANTA MARIANA,38,CAMBARA,QUARTA-FEIRA,7,1
1,"10,23",1,"329,77",São Sebastião da Amoreira,38,CAMBARA,QUARTA-FEIRA,7,1
2,"2270,7268",172,"19677,97",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUINTA-FEIRA,4,1
4,"2789,225",19,"11962,41",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,TERÇA-FEIRA,4,1
7,"2600,059",66,"34594,45",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SEXTA-FEIRA,4,1
3,"136,6968",12,"1505,22",NOVA CANTU,24,CAMPINA DA LAGOA,TERÇA-FEIRA,4,1
4,"2592,216",22,"15180,44",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SEXTA-FEIRA,4,2
13,"1832,8459",116,"20900,31",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,TERÇA-FEIRA,4,2
7,"799,4516",46,"5535,13",NOVA CANTU,24,CAMPINA DA LAGOA,TERÇA-FEIRA,4,2
1,"317,8",3,"9260,25",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUINTA-FEIRA,4,3
2,"2552,687",27,"16847,33",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SÁBADO,4,4
6,"1253,4162",39,"9927,35",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUARTA-FEIRA,4,4
12,"2354,7394",120,"26629,38",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,TERÇA-FEIRA,4,4
6,"1247,1932",27,"6000,69",NOVA CANTU,24,CAMPINA DA LAGOA,TERÇA-FEIRA,4,4
5,"1063,9716",28,"7894,11",NOVA CANTU,24,CAMPINA DA LAGOA,QUARTA-FEIRA,4,4
3,"1763,3976",4,"14016,86",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUINTA-FEIRA,5,0
1,"42,12",1,"433,2",Ubiratã,24,CAMPINA DA LAGOA,QUINTA-FEIRA,5,0
10,"3100,8634",59,"19628,65",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,TERÇA-FEIRA,5,1
1,"1174,1976",2,"5200,6",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SEXTA-FEIRA,5,1
2,"1827,3938",104,"21745,87",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUINTA-FEIRA,5,1
3,"852,2498",51,14299,CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SEGUNDA-FEIRA,5,1
8,"1658,387",44,"12254,6",NOVA CANTU,24,CAMPINA DA LAGOA,TERÇA-FEIRA,5,1
8,"4866,0561",61,"34922,83",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,TERÇA-FEIRA,5,2
3,"2267,166",33,"17367,28",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SEXTA-FEIRA,5,2
1,"1,242",2,"97,72",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUARTA-FEIRA,5,2
3,"2573,238",46,"25294,39",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUINTA-FEIRA,5,2
6,"817,7856",42,"5108,41",NOVA CANTU,24,CAMPINA DA LAGOA,QUARTA-FEIRA,5,2
1,"62,4",1,"825,62",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SÁBADO,5,3
11,"1061,4958",51,"10256,75",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,TERÇA-FEIRA,5,3
5,"2704,0376",91,"20489,54",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,SEXTA-FEIRA,5,3
2,"109,74",6,"1575,59",CAMPINA DA LAGOA,24,CAMPINA DA LAGOA,QUINTA-FEIRA,5,3
