QUANTIDADE_NF,PESO_TOTAL,QUDE_ITENS,VALOR_TOTAL,CIDADE,COD_ROTA,ROTA,DIA_SEMANA,MES,SEMANA
2,"210,924",4,"2649,46",UMUARAMA,26,GOIOERE,QUARTA-FEIRA,4,4
15,"1540,061",58,"17440,48",UMUARAMA,26,GOIOERE,SÁBADO,4,4
4,"109,934",14,"1103,94",XAMBRE,26,GOIOERE,SÁBADO,4,4
1,"115,3788",4,"516,41",XAMBRE,26,GOIOERE,TERÇA-FEIRA,4,4
2,"181,7526",11,"1111,83",XAMBRE,26,GOIOERE,QUARTA-FEIRA,4,4
3,"877,086",29,"8177,8",ALTONIA,26,GOIOERE,TERÇA-FEIRA,5,1
2,"178,39",6,"689,85",CAFEZAL DO SUL,26,GOIOERE,QUINTA-FEIRA,5,1
1,342,3,"2108,9",FRANCISCO ALVES,26,GOIOERE,SÁBADO,5,1
1,"10,74",2,"438,3",Iporã,26,GOIOERE,QUINTA-FEIRA,5,1
2,"225,5292",10,"693,65",MARILUZ,26,GOIOERE,TERÇA-FEIRA,5,1
3,"553,11",7,"2753,19",MARILUZ,26,GOIOERE,SÁBADO,5,1
1,"100,5288",2,"929,86",MOREIRA SALES,26,GOIOERE,SÁBADO,5,1
1,"125,8328",4,"412,45",PEROBAL,26,GOIOERE,QUINTA-FEIRA,5,1
1,"31,5",1,"2012,64",PEROLA,26,GOIOERE,SÁBADO,5,1
7,"1973,13",23,"7314,42",PEROLA,26,GOIOERE,TERÇA-FEIRA,5,1
6,"2492,8138",42,"14539,39",SAO JORGE PATROCINIO,26,GOIOERE,TERÇA-FEIRA,5,1
1,"679,98",1,1587,SAO JORGE PATROCINIO,26,GOIOERE,SÁBADO,5,1
1,"331,92",1,"2855,82",UMUARAMA,26,GOIOERE,SEXTA-FEIRA,5,1
10,"1919,2076",43,"10241,98",UMUARAMA,26,GOIOERE,SÁBADO,5,1
3,"534,011",15,"3023,71",UMUARAMA,26,GOIOERE,TERÇA-FEIRA,5,1
3,"252,889",19,"1881,05",XAMBRE,26,GOIOERE,TERÇA-FEIRA,5,1
5,"2381,1072",16,"13310,24",ALTONIA,26,GOIOERE,QUARTA-FEIRA,5,2
4,"97,1116",16,"1028,42",ALTONIA,26,GOIOERE,SÁBADO,5,2
3,"101,4338",15,"1060,46",CAFEZAL DO SUL,26,GOIOERE,QUARTA-FEIRA,5,2
1,"14,53",3,"345,39",CAFEZAL DO SUL,26,GOIOERE,SÁBADO,5,2
1,"27,84",1,249,ESPERANÇA NOVA,26,GOIOERE,SÁBADO,5,2
1,"106,34",7,"847,38",ESPERANÇA NOVA,26,GOIOERE,QUARTA-FEIRA,5,2
2,"935,436",10,"3219,08",GOIOERE,26,GOIOERE,QUARTA-FEIRA,5,2
1,135,1,"5035,67",GOIOERE,26,GOIOERE,SÁBADO,5,2
3,"177,79",9,"2015,85",IPORA,26,GOIOERE,QUARTA-FEIRA,5,2
1,"799,992",2,"1936,21",IPORA,26,GOIOERE,SÁBADO,5,2
1,"14,4",1,"320,03",Iporã,26,GOIOERE,SÁBADO,5,2
1,"28,08",1,"286,27",Iporã,26,GOIOERE,QUARTA-FEIRA,5,2
2,"158,518",15,"1811,17",MARILUZ,26,GOIOERE,SÁBADO,5,2
2,"358,05",23,"2855,26",MARILUZ,26,GOIOERE,QUARTA-FEIRA,5,2
1,"12,696",7,"230,69",MOREIRA SALES,26,GOIOERE,SÁBADO,5,2
1,"69,68",2,"356,06",MOREIRA SALES,26,GOIOERE,QUARTA-FEIRA,5,2
2,"33,557",4,"870,9",PEROBAL,26,GOIOERE,QUARTA-FEIRA,5,2
3,"501,31",18,"4001,18",PEROBAL,26,GOIOERE,SÁBADO,5,2
3,"2514,138",14,"9320,27",PEROLA,26,GOIOERE,QUARTA-FEIRA,5,2
1,"162,24",1,"2681,76",SAO JORGE PATROCINIO,26,GOIOERE,SÁBADO,5,2
2,"166,761",14,"2480,19",UMUARAMA,26,GOIOERE,QUARTA-FEIRA,5,2
6,"446,889",20,"4983,32",UMUARAMA,26,GOIOERE,SÁBADO,5,2
1,"32,888",2,"138,9",XAMBRE,26,GOIOERE,QUARTA-FEIRA,5,2
3,"114,697",4,"1822,44",XAMBRE,26,GOIOERE,SÁBADO,5,2
9,"755,6422",44,"6144,22",ALTONIA,26,GOIOERE,QUARTA-FEIRA,5,3
1,"41,112",3,"649,74",CAFEZAL DO SUL,26,GOIOERE,QUARTA-FEIRA,5,3
1,"73,102",7,"751,6",ESPERANÇA NOVA,26,GOIOERE,SÁBADO,5,3
2,"261,18",5,"1518,64",FRANCISCO ALVES,26,GOIOERE,QUARTA-FEIRA,5,3
1,"0,871",3,"117,99",GOIOERE,26,GOIOERE,SÁBADO,5,3
2,"120,2692",8,"912,11",GOIOERE,26,GOIOERE,QUARTA-FEIRA,5,3
3,"2663,986",35,"8164,86",IPORA,26,GOIOERE,SÁBADO,5,3
4,"294,6528",19,"3401,03",MARILUZ,26,GOIOERE,SÁBADO,5,3
1,"545,76",1,"618,48",MOREIRA SALES,26,GOIOERE,SÁBADO,5,3
3,"256,5336",28,"2788,21",PEROBAL,26,GOIOERE,QUARTA-FEIRA,5,3
1,"51,568",8,"1222,11",PEROBAL,26,GOIOERE,SÁBADO,5,3
8,"1750,849",52,"14201,01",PEROLA,26,GOIOERE,SÁBADO,5,3
17,"2245,332",44,"21495,03",PEROLA,26,GOIOERE,QUARTA-FEIRA,5,3
4,"1418,452",19,"6400,36",QUARTO CENTENÁRIO,26,GOIOERE,QUARTA-FEIRA,5,3
2,"535,417",4,"1749,15",SAO JORGE PATROCINIO,26,GOIOERE,QUARTA-FEIRA,5,3
3,"201,327",13,"2337,56",SAO JORGE PATROCINIO,26,GOIOERE,SÁBADO,5,3
4,"1014,294",11,"2690,85",UMUARAMA,26,GOIOERE,SÁBADO,5,3
7,"426,0392",27,"5251,32",UMUARAMA,26,GOIOERE,QUARTA-FEIRA,5,3
1,48,1,"1018,75",XAMBRE,26,GOIOERE,QUARTA-FEIRA,5,3
3,"360,817",35,"3050,59",XAMBRE,26,GOIOERE,SÁBADO,5,3
5,"621,134",29,"4290,89",ALTONIA,26,GOIOERE,QUARTA-FEIRA,5,4
2,"102,418",11,"667,35",ALTONIA,26,GOIOERE,SÁBADO,5,4
3,"81,22",4,"1246,27",CAFEZAL DO SUL,26,GOIOERE,SÁBADO,5,4
2,"87,9996",8,"1149,61",CAFEZAL DO SUL,26,GOIOERE,QUARTA-FEIRA,5,4
1,"135,996",1,"308,57",ESPERANÇA NOVA,26,GOIOERE,SÁBADO,5,4
7,"911,67",14,"9273,1",ESPERANÇA NOVA,26,GOIOERE,QUARTA-FEIRA,5,4
2,"415,8",2,"1924,88",FRANCISCO ALVES,26,GOIOERE,SÁBADO,5,4
5,"994,1554",34,"7321,87",FRANCISCO ALVES,26,GOIOERE,QUARTA-FEIRA,5,4
3,"1405,032",3,"15839,23",GOIOERE,26,GOIOERE,QUARTA-FEIRA,5,4
2,"89,089",4,"2446,07",IPORA,26,GOIOERE,QUARTA-FEIRA,5,4
2,"94,755",11,"1077,56",IPORA,26,GOIOERE,SÁBADO,5,4
1,"45,768",3,"205,14",Iporã,26,GOIOERE,QUARTA-FEIRA,5,4
8,"1095,397",27,"4724,94",MARILUZ,26,GOIOERE,SÁBADO,5,4
4,"494,37",15,"5368,34",MARILUZ,26,GOIOERE,QUARTA-FEIRA,5,4
6,"2346,455",32,"13181,44",MOREIRA SALES,26,GOIOERE,QUARTA-FEIRA,5,4
1,"162,95",4,"949,91",MOREIRA SALES,26,GOIOERE,SÁBADO,5,4
4,"239,6454",12,"2274,73",PEROBAL,26,GOIOERE,QUARTA-FEIRA,5,4
2,"309,22",10,"3842,55",PEROBAL,26,GOIOERE,SÁBADO,5,4
13,"1400,503",41,"12761,2",PEROLA,26,GOIOERE,QUARTA-FEIRA,5,4
13,"2636,947",35,"13233,64",PEROLA,26,GOIOERE,SÁBADO,5,4
1,"124,528",3,"1304,86",QUARTO CENTENÁRIO,26,GOIOERE,QUARTA-FEIRA,5,4
3,"2285,796",10,"11559,66",SAO JORGE PATROCINIO,26,GOIOERE,SÁBADO,5,4
5,"244,653",21,"4031,28",SAO JORGE PATROCINIO,26,GOIOERE,QUARTA-FEIRA,5,4
8,"1298,1576",39,"8390,46",UMUARAMA,26,GOIOERE,SÁBADO,5,4
15,"9027,2334",177,"44421,44",UMUARAMA,26,GOIOERE,QUARTA-FEIRA,5,4
3,"264,506",16,"1614,48",XAMBRE,26,GOIOERE,SÁBADO,5,4
4,"320,746",8,"3046,7",XAMBRE,26,GOIOERE,QUARTA-FEIRA,5,4
2,"45,93",6,"525,47",ALTONIA,26,GOIOERE,SÁBADO,5,5
9,"550,866",16,"10317,16",FRANCISCO ALVES,26,GOIOERE,SÁBADO,5,5
2,"482,1264",3,"8350,42",GOIOERE,26,GOIOERE,SÁBADO,5,5
10,"4003,8327",155,"81996,32",GOIOERE,26,GOIOERE,SEXTA-FEIRA,5,5
5,"855,581",18,"6565,2",MARILUZ,26,GOIOERE,SÁBADO,5,5
1,"86,4",1,"1627,82",MOREIRA SALES,26,GOIOERE,SÁBADO,5,5
4,"628,1316",10,"6853,16",PEROLA,26,GOIOERE,SÁBADO,5,5
1,"29,04",1,"471,2",SAO JORGE PATROCINIO,26,GOIOERE,SÁBADO,5,5
5,"1545,658",47,"20573,8",UMUARAMA,26,GOIOERE,SÁBADO,5,5
10,"1387,6558",118,"72998,15",UMUARAMA,26,GOIOERE,SEXTA-FEIRA,5,5
1,"86,6",2,"558,24",XAMBRE,26,GOIOERE,SÁBADO,5,5
2,"31,2",5,"444,55",ALTONIA,26,GOIOERE,SÁBADO,6,1
3,"827,6086",22,"4509,37",ALTONIA,26,GOIOERE,TERÇA-FEIRA,6,1
2,"141,942",8,"1152,68",CAFEZAL DO SUL,26,GOIOERE,TERÇA-FEIRA,6,1
1,"155,34",2,"1349,61",CAFEZAL DO SUL,26,GOIOERE,SÁBADO,6,1
2,"138,444",5,"1298,28",ESPERANÇA NOVA,26,GOIOERE,TERÇA-FEIRA,6,1
3,"280,535",3,"1977,25",FRANCISCO ALVES,26,GOIOERE,SÁBADO,6,1
1,"11,382",4,"306,26",IPORA,26,GOIOERE,TERÇA-FEIRA,6,1
1,"771,75",1,8505,IPORA,26,GOIOERE,SÁBADO,6,1
1,"26,925",2,"83,98",Iporã,26,GOIOERE,TERÇA-FEIRA,6,1
6,"747,862",24,"6262,21",MARILUZ,26,GOIOERE,SÁBADO,6,1
2,"584,4",5,"7088,65",MARILUZ,26,GOIOERE,QUARTA-FEIRA,6,1
1,"433,2",3,"5323,91",MOREIRA SALES,26,GOIOERE,QUARTA-FEIRA,6,1
2,"367,14",2,897,MOREIRA SALES,26,GOIOERE,SÁBADO,6,1
3,"319,0788",14,"1202,57",PEROBAL,26,GOIOERE,TERÇA-FEIRA,6,1
2,"240,6124",11,"2580,92",PEROBAL,26,GOIOERE,SÁBADO,6,1
7,"942,7452",18,"7243,89",PEROLA,26,GOIOERE,TERÇA-FEIRA,6,1
3,"147,862",11,"1460,58",PEROLA,26,GOIOERE,SÁBADO,6,1
1,"11,9",3,"265,72",QUARTO CENTENÁRIO,26,GOIOERE,SÁBADO,6,1
2,"156,732",8,"1323,07",SAO JORGE PATROCINIO,26,GOIOERE,TERÇA-FEIRA,6,1
1,"343,68",2,"1587,48",SAO JORGE PATROCINIO,26,GOIOERE,SÁBADO,6,1
18,"5715,6512",63,"40843,77",UMUARAMA,26,GOIOERE,QUARTA-FEIRA,6,1
4,"348,295",5,"3741,86",UMUARAMA,26,GOIOERE,SÁBADO,6,1
2,"670,58",3,"1233,8",XAMBRE,26,GOIOERE,SÁBADO,6,1
1,"112,214",12,"1218,44",XAMBRE,26,GOIOERE,TERÇA-FEIRA,6,1
11,"2097,0496",51,"12588,68",ALTONIA,26,GOIOERE,QUARTA-FEIRA,6,2
1,"7,323",3,"519,75",ALTONIA,26,GOIOERE,TERÇA-FEIRA,6,2
1,"57,305",2,"588,61",CAFEZAL DO SUL,26,GOIOERE,QUARTA-FEIRA,6,2
1,"41,4",1,"287,64",ESPERANÇA NOVA,26,GOIOERE,QUARTA-FEIRA,6,2
2,"961,6796",20,"4258,77",GOIOERE,26,GOIOERE,QUARTA-FEIRA,6,2
1,"168,912",5,"1041,87",GOIOERE,26,GOIOERE,SÁBADO,6,2
5,"504,2902",37,"4811,18",MARILUZ,26,GOIOERE,SÁBADO,6,2
4,"342,9998",19,"3063,37",MARILUZ,26,GOIOERE,QUARTA-FEIRA,6,2
1,"27,06",7,"283,08",MOREIRA SALES,26,GOIOERE,QUARTA-FEIRA,6,2
6,"2245,6206",41,"11877,02",PEROLA,26,GOIOERE,SEXTA-FEIRA,6,2
7,"1097,758",27,"5956,13",PEROLA,26,GOIOERE,QUARTA-FEIRA,6,2
1,"115,83",2,"1142,3",QUARTO CENTENÁRIO,26,GOIOERE,SÁBADO,6,2
2,"1417,647",13,"6079,91",QUARTO CENTENÁRIO,26,GOIOERE,QUARTA-FEIRA,6,2
6,"1091,913",12,"10772,68",SAO JORGE PATROCINIO,26,GOIOERE,QUARTA-FEIRA,6,2
11,"2995,2604",57,"24774,17",UMUARAMA,26,GOIOERE,SÁBADO,6,2
6,"473,6512",31,"4838,4",UMUARAMA,26,GOIOERE,QUARTA-FEIRA,6,2
2,"271,2184",19,"1339,75",XAMBRE,26,GOIOERE,QUARTA-FEIRA,6,2
4,"121,4236",14,"824,01",ALTONIA,26,GOIOERE,TERÇA-FEIRA,6,3
1,"31,1832",3,"181,26",CAFEZAL DO SUL,26,GOIOERE,TERÇA-FEIRA,6,3
1,"85,86",1,"1087,59",ESPERANÇA NOVA,26,GOIOERE,TERÇA-FEIRA,6,3
1,"18,864",3,"770,03",FRANCISCO ALVES,26,GOIOERE,TERÇA-FEIRA,6,3
4,"582,396",22,"3745,89",MARILUZ,26,GOIOERE,TERÇA-FEIRA,6,3
1,"0,78",2,"380,48",MOREIRA SALES,26,GOIOERE,TERÇA-FEIRA,6,3
5,"404,3818",25,"2875,35",PEROBAL,26,GOIOERE,TERÇA-FEIRA,6,3
7,"700,84",11,"8524,38",PEROLA,26,GOIOERE,TERÇA-FEIRA,6,3
7,"1435,444",14,"8407,58",SAO JORGE PATROCINIO,26,GOIOERE,TERÇA-FEIRA,6,3
11,"4577,9158",40,"23910,19",UMUARAMA,26,GOIOERE,TERÇA-FEIRA,6,3
4,"252,5146",34,"2032,58",XAMBRE,26,GOIOERE,TERÇA-FEIRA,6,3
4,"855,0386",27,"4442,69",ALTONIA,26,GOIOERE,TERÇA-FEIRA,6,4
1,"38,6196",5,"217,68",ALTONIA,26,GOIOERE,SÁBADO,6,4
1,"110,98",3,"1702,15",CAFEZAL DO SUL,26,GOIOERE,TERÇA-FEIRA,6,4
2,"160,8434",13,"1979,64",ESPERANÇA NOVA,26,GOIOERE,SÁBADO,6,4
4,"1590,367",27,"6938,53",ESPERANÇA NOVA,26,GOIOERE,TERÇA-FEIRA,6,4
1,18,1,"797,04",FRANCISCO ALVES,26,GOIOERE,TERÇA-FEIRA,6,4
4,"887,2958",23,"5833,71",FRANCISCO ALVES,26,GOIOERE,SÁBADO,6,4
9,"2875,4201",136,"68284,05",GOIOERE,26,GOIOERE,SÁBADO,6,4
7,"410,355",35,"4971,61",MARILUZ,26,GOIOERE,SÁBADO,6,4
12,"2002,325",36,"8584,45",MARILUZ,26,GOIOERE,TERÇA-FEIRA,6,4
2,"143,448",4,"1002,54",MOREIRA SALES,26,GOIOERE,TERÇA-FEIRA,6,4
2,"355,0846",18,"1890,14",PEROBAL,26,GOIOERE,TERÇA-FEIRA,6,4
1,"50,568",2,"305,74",PEROBAL,26,GOIOERE,SÁBADO,6,4
15,"1141,757",46,"10081,05",PEROLA,26,GOIOERE,SÁBADO,6,4
6,"2102,88",11,"8942,37",PEROLA,26,GOIOERE,TERÇA-FEIRA,6,4
1,100,1,"301,76",SAO JORGE PATROCINIO,26,GOIOERE,SÁBADO,6,4
3,"1380,936",4,"4314,4",SAO JORGE PATROCINIO,26,GOIOERE,TERÇA-FEIRA,6,4
11,"816,4886",37,"6119,21",UMUARAMA,26,GOIOERE,SÁBADO,6,4
12,"1853,2434",57,"14693,92",UMUARAMA,26,GOIOERE,TERÇA-FEIRA,6,4
6,"3117,294",174,"109712,46",UMUARAMA,26,GOIOERE,QUINTA-FEIRA,6,4
2,"171,345",9,"1332,46",XAMBRE,26,GOIOERE,TERÇA-FEIRA,6,4
1,"50,652",2,"302,2",XAMBRE,26,GOIOERE,SÁBADO,6,4
2,"1140,48",2,"11408,57",GOIOERE,26,GOIOERE,SEGUNDA-FEIRA,6,5
3,"971,5644",38,"5248,34",ALTONIA,26,GOIOERE,QUINTA-FEIRA,7,1
2,"222,749",9,"1849,78",ESPERANÇA NOVA,26,GOIOERE,QUINTA-FEIRA,7,1
2,57,2,"2140,22",FRANCISCO ALVES,26,GOIOERE,QUINTA-FEIRA,7,1
1,"12,34",3,"1097,53",GOIOERE,26,GOIOERE,QUINTA-FEIRA,7,1
2,"410,4622",36,"6502,74",Iporã,26,GOIOERE,QUINTA-FEIRA,7,1
4,"942,5946",25,"5548,97",MARILUZ,26,GOIOERE,QUINTA-FEIRA,7,1
1,"571,44",7,"2076,64",MOREIRA SALES,26,GOIOERE,QUINTA-FEIRA,7,1
1,"218,026",12,"1724,1",PEROBAL,26,GOIOERE,QUINTA-FEIRA,7,1
6,"1138,455",50,"6517,52",PEROLA,26,GOIOERE,QUINTA-FEIRA,7,1
1,"182,0652",10,"1048,17",SAO JORGE PATROCINIO,26,GOIOERE,QUINTA-FEIRA,7,1
8,"407,2855",50,"2798,76",UMUARAMA,26,GOIOERE,QUINTA-FEIRA,7,1
1,"117,8094",8,"1030,07",XAMBRE,26,GOIOERE,QUINTA-FEIRA,7,1
11,"1960,0638",70,"14413,61",GUAIRA,9,GUAIRA,SÁBADO,4,1
10,"553,4682",44,"8394,36",GUAIRA,9,GUAIRA,QUINTA-FEIRA,4,1
3,"456,087",10,"2090,55",MARIPA,9,GUAIRA,QUINTA-FEIRA,4,1
11,"1142,6156",101,"12609,54",PALOTINA,9,GUAIRA,QUINTA-FEIRA,4,1
9,"931,5663",72,"8933,83",PALOTINA,9,GUAIRA,SÁBADO,4,1
4,"7085,623",11,"98424,21",Palotina,9,GUAIRA,QUINTA-FEIRA,4,1
6,"712,8273",18,"4161,1",TERRA ROXA,9,GUAIRA,SÁBADO,4,1
7,"1051,3148",73,"15197,89",TERRA ROXA,9,GUAIRA,QUINTA-FEIRA,4,1
1,180,1,"6830,87",TERRA ROXA,9,GUAIRA,SEXTA-FEIRA,4,1
1,"96,6792",5,"2870,1",Terra Roxa,9,GUAIRA,SÁBADO,4,1
1,"461,888",19,"5125,35",GUAIRA,9,GUAIRA,QUINTA-FEIRA,4,2
11,"2997,0708",57,"20340,09",GUAIRA,9,GUAIRA,SÁBADO,4,2
2,"544,66",12,"6255,87",GUAIRA,9,GUAIRA,QUARTA-FEIRA,4,2
2,"406,4158",18,"8669,11",MARIPA,9,GUAIRA,SÁBADO,4,2
15,"1485,634",79,"15800,03",PALOTINA,9,GUAIRA,SÁBADO,4,2
19,"3253,4604",77,"18478,76",PALOTINA,9,GUAIRA,QUARTA-FEIRA,4,2
1,"500,994",1,"1061,1",Palotina,9,GUAIRA,QUARTA-FEIRA,4,2
2,"1393,793",70,"71036,36",Palotina,9,GUAIRA,TERÇA-FEIRA,4,2
5,"276,7031",21,"2380,1",TERRA ROXA,9,GUAIRA,SÁBADO,4,2
2,"186,48",4,"1432,38",TERRA ROXA,9,GUAIRA,QUARTA-FEIRA,4,2
8,"3155,38",17,"27288,69",TERRA ROXA,9,GUAIRA,QUINTA-FEIRA,4,2
1,"5,315",3,"99,88",Terra Roxa,9,GUAIRA,QUARTA-FEIRA,4,2
19,"2977,5001",312,"43986,01",GUAIRA,9,GUAIRA,SEXTA-FEIRA,4,3
2,"56,6046",6,"660,82",MARIPA,9,GUAIRA,SEXTA-FEIRA,4,3
23,"3541,4427",115,"30910,24",PALOTINA,9,GUAIRA,SEXTA-FEIRA,4,3
5,"895,1232",22,"21234,77",Palotina,9,GUAIRA,SEXTA-FEIRA,4,3
8,"5536,5104",127,"173994,47",Palotina,9,GUAIRA,TERÇA-FEIRA,4,3
17,"6905,8336",205,"47540,43",TERRA ROXA,9,GUAIRA,SEXTA-FEIRA,4,3
1,9,5,"88,71",Terra Roxa,9,GUAIRA,SEXTA-FEIRA,4,3
7,"1379,4562",66,"10971,01",GUAIRA,9,GUAIRA,QUINTA-FEIRA,4,4
2,6760,3,"55331,64",GUAIRA,9,GUAIRA,TERÇA-FEIRA,4,4
1,"16,1456",2,"1269,91",GUAIRA,9,GUAIRA,QUARTA-FEIRA,4,4
6,"5248,36",7,"58220,67",GUAIRA,9,GUAIRA,SEXTA-FEIRA,4,4
5,"837,139",58,"9052,32",GUAIRA,9,GUAIRA,SÁBADO,4,4
3,"1241,202",29,9936,MARIPA,9,GUAIRA,QUINTA-FEIRA,4,4
6,"503,6892",48,"4307,09",MARIPA,9,GUAIRA,SÁBADO,4,4
16,"1959,4466",241,"20813,5",PALOTINA,9,GUAIRA,QUINTA-FEIRA,4,4
9,"722,0001",126,"17350,41",PALOTINA,9,GUAIRA,SÁBADO,4,4
1,"1459,68",1,"3574,43",Palotina,9,GUAIRA,SÁBADO,4,4
10,"848,2451",64,"6858,19",TERRA ROXA,9,GUAIRA,QUINTA-FEIRA,4,4
8,"546,4972",131,"13055,89",TERRA ROXA,9,GUAIRA,TERÇA-FEIRA,4,4
7,"678,1359",118,"9197,1",TERRA ROXA,9,GUAIRA,SÁBADO,4,4
18,"6004,2892",142,"142545,65",GUAIRA,9,GUAIRA,QUARTA-FEIRA,4,5
19,"1793,5292",161,"24321,91",PALOTINA,9,GUAIRA,QUARTA-FEIRA,4,5
3,"3488,932",24,"52804,85",Palotina,9,GUAIRA,QUARTA-FEIRA,4,5
18,"5862,0889",121,"42245,99",TERRA ROXA,9,GUAIRA,QUARTA-FEIRA,4,5
1,"52,8",1,"143,04",GUAIRA,9,GUAIRA,SEGUNDA-FEIRA,5,1
4,"339,578",21,"3219,58",GUAIRA,9,GUAIRA,SÁBADO,5,1
10,"2432,6849",108,"17676,56",GUAIRA,9,GUAIRA,QUINTA-FEIRA,5,1
2,"265,533",7,"1657,45",MARIPA,9,GUAIRA,QUINTA-FEIRA,5,1
1,10,1,"613,4",MARIPA,9,GUAIRA,SÁBADO,5,1
4,"302,2901",24,"1839,63",MARIPA,9,GUAIRA,SEXTA-FEIRA,5,1
6,"1012,607",70,"7421,11",PALOTINA,9,GUAIRA,SÁBADO,5,1
16,"1720,0634",130,"20583,73",PALOTINA,9,GUAIRA,QUINTA-FEIRA,5,1
5,"1600,1736",23,"8641,4",TERRA ROXA,9,GUAIRA,QUINTA-FEIRA,5,1
4,"853,0386",55,"18904,8",TERRA ROXA,9,GUAIRA,SÁBADO,5,1
8,"6769,1483",71,"44470,69",GUAIRA,9,GUAIRA,SEXTA-FEIRA,5,2
5,"487,5014",24,"7510,87",GUAIRA,9,GUAIRA,QUINTA-FEIRA,5,2
3,"409,6758",13,"3290,48",MARIPA,9,GUAIRA,QUINTA-FEIRA,5,2
1,"128,4",1,"248,52",MARIPA,9,GUAIRA,SEXTA-FEIRA,5,2
6,"814,7314",71,"6195,39",PALOTINA,9,GUAIRA,SEXTA-FEIRA,5,2
19,"3623,261",107,"32934,52",PALOTINA,9,GUAIRA,QUINTA-FEIRA,5,2
1,"28,08",1,"287,11",Palotina,9,GUAIRA,SEXTA-FEIRA,5,2
3,"266,8506",43,"3148,29",Palotina,9,GUAIRA,QUINTA-FEIRA,5,2
11,"1889,2389",164,"20186,72",TERRA ROXA,9,GUAIRA,QUINTA-FEIRA,5,2
6,"659,3466",39,"5787,58",TERRA ROXA,9,GUAIRA,SEXTA-FEIRA,5,2
1,"80,8928",6,"1065,84",Terra Roxa,9,GUAIRA,QUINTA-FEIRA,5,2
1,"28,4828",5,"162,9",Terra Roxa,9,GUAIRA,SEXTA-FEIRA,5,2
8,"4540,1116",97,"37557,85",GUAIRA,9,GUAIRA,SÁBADO,5,3
14,"1804,3326",59,"17069,66",GUAIRA,9,GUAIRA,QUINTA-FEIRA,5,3
2,"52,3",4,"634,69",MARIPA,9,GUAIRA,SÁBADO,5,3
4,"813,945",16,"6253,15",MARIPA,9,GUAIRA,QUINTA-FEIRA,5,3
28,"5868,0686",259,"40689,69",PALOTINA,9,GUAIRA,QUINTA-FEIRA,5,3
3,"223,546",15,"2259,75",PALOTINA,9,GUAIRA,SÁBADO,5,3
2,"69,54",4,"2092,42",Palotina,9,GUAIRA,QUINTA-FEIRA,5,3
1,"45,82",4,"933,46",Palotina,9,GUAIRA,SÁBADO,5,3
1,81,1,"750,26",TERRA ROXA,9,GUAIRA,SÁBADO,5,3
1,"46,548",2,"126,1",Terra Roxa,9,GUAIRA,SÁBADO,5,3
2,"3804,036",16,"14701,7",GUAIRA,9,GUAIRA,SEXTA-FEIRA,5,4
2,"502,9361",12,"1455,62",MARIPA,9,GUAIRA,SÁBADO,5,4
2,"163,1799",63,"4979,5",MARIPA,9,GUAIRA,QUINTA-FEIRA,5,4
17,"4447,3508",169,"38332,45",PALOTINA,9,GUAIRA,SÁBADO,5,4
20,"3570,8916",168,"27572,82",PALOTINA,9,GUAIRA,QUINTA-FEIRA,5,4
2,"343,733",132,"7809,45",PALOTINA,9,GUAIRA,SEXTA-FEIRA,5,4
21,"11482,37",228,"316364,87",Palotina,9,GUAIRA,TERÇA-FEIRA,5,4
23,"5511,1112",121,"31187,15",TERRA ROXA,9,GUAIRA,SEXTA-FEIRA,5,4
30,"7074,0123",286,"71054,49",TERRA ROXA,9,GUAIRA,QUINTA-FEIRA,5,4
1,"21,963",5,"441,76",Terra Roxa,9,GUAIRA,SEXTA-FEIRA,5,4
31,"6370,3833",323,"51530,62",GUAIRA,9,GUAIRA,SÁBADO,5,5
6,"8713,068",32,"35804,27",GUAIRA,9,GUAIRA,SEXTA-FEIRA,5,5
4,"128,766",10,"890,31",MARIPA,9,GUAIRA,SÁBADO,5,5
1,"548,2",2,850,MARIPA,9,GUAIRA,SEXTA-FEIRA,5,5
2,"5211,56",4,"32554,13",PALOTINA,9,GUAIRA,SEXTA-FEIRA,5,5
14,"976,0144",108,"11100,35",PALOTINA,9,GUAIRA,SÁBADO,5,5
5,"16751,544",35,"86121,66",Palotina,9,GUAIRA,SEXTA-FEIRA,5,5
7,"882,135",25,"10395,55",TERRA ROXA,9,GUAIRA,SÁBADO,5,5
1,"1115,8",2,2250,TERRA ROXA,9,GUAIRA,SEXTA-FEIRA,5,5
10,"2294,9774",92,"20153,07",GUAIRA,9,GUAIRA,QUINTA-FEIRA,6,1
4,"459,542",30,"5380,53",GUAIRA,9,GUAIRA,SÁBADO,6,1
1,"75,3259",25,"1136,93",Guaíra,9,GUAIRA,SÁBADO,6,1
2,"714,33",24,"2568,97",MARIPA,9,GUAIRA,SÁBADO,6,1
7,"2134,7529",55,"14973,55",MARIPA,9,GUAIRA,QUINTA-FEIRA,6,1
34,"5415,2779",275,"43481,28",PALOTINA,9,GUAIRA,QUINTA-FEIRA,6,1
5,"443,081",54,"2596,01",PALOTINA,9,GUAIRA,SÁBADO,6,1
1,"3227,32",11,"28772,76",Palotina,9,GUAIRA,SEGUNDA-FEIRA,6,1
1,3087,1,34182,Palotina,9,GUAIRA,SÁBADO,6,1
5,"651,567",26,"7475,45",TERRA ROXA,9,GUAIRA,SÁBADO,6,1
5,"353,9466",23,"3663,85",TERRA ROXA,9,GUAIRA,QUINTA-FEIRA,6,1
